1 5,230957
2 10,157959
3 15,238037
4 20,520996
5 26,183105
6 31,837891
7 37,248047
8 45,188965
9 48,758057
10 57,392822
11 60,452148
12 66,282227
13 75,839844
14 89,073975
15 85,548096
16 92,167969
17 100,00293
18 105,65186
19 111,99707
20 118,99194
21 128,11499
22 133,44604
23 140,354
24 147,78296
25 154,90308
26 161,0249
27 167,78711
28 175,36401
29 181,71094
30 188,96899
31 196,98389
32 203,8728
33 217,073
34 224,63501
35 223,23413
36 231,90601
37 234,95288
38 241,65308
39 255,8728
40 255,44507
41 261,60913
42 267,37598
43 274,32983
44 279,65308
45 287,03906
46 299,34814
47 301,93604
48 308,04907
49 325,07397
50 319,70605
51 324,104
52 333,18701
53 336,50708
54 343,198
55 351,32593
56 356,29883
57 362,29199
58 368,79004
59 377,17285
60 385,4209
61 390,88989
62 396,93213
63 402,95703
64 406,63989
65 413,32397
66 420,89404
67 428,38696
68 451,40698
69 441,30811
70 446
71 452,10596
72 461,63599
73 465,60498
74 492,96191
75 478,25317
76 484,56104
77 493,8562
78 592,60498
79 508,17407
80 511,51294
81 520,58301
82 526,68579
83 532,14697
84 561,84497
85 548,62793
86 555,75195
87 560,98999
88 565,08911
89 571,729
90 576,9668
91 586,98901
92 593,75098
93 597,2749
94 603,24902
95 611,198
96 620,2019
97 625,97705
98 632,40698
99 639,15015
100 645,11108
